"Year","State","Variable","Sex","Occupation","Estimate"
"2010","Montana","B24020_181","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",456
"2010","Montana","B24020_182","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",2209
"2010","Montana","B24020_183","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",1070
"2010","Montana","B24020_184","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",634
"2010","Montana","B24020_185","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",505
"2010","Nebraska","B24020_170","Female","Computer, engineering, and science occupations:",7340
"2010","Nebraska","B24020_171","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",4202
"2010","Nebraska","B24020_172","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",3690
"2010","Nebraska","B24020_173","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",802
"2010","Nebraska","B24020_174","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",1483
"2010","Nebraska","B24020_175","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",171
"2010","Nebraska","B24020_176","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",1234
"2010","Nebraska","B24020_177","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",512
"2010","Nebraska","B24020_178","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",1009
"2010","Nebraska","B24020_179","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",131
"2010","Nebraska","B24020_180","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",449
"2010","Nebraska","B24020_181","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",429
"2010","Nebraska","B24020_182","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",2129
"2010","Nebraska","B24020_183","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",849
"2010","Nebraska","B24020_184","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",522
"2010","Nebraska","B24020_185","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",758
"2010","Nevada","B24020_170","Female","Computer, engineering, and science occupations:",6801
"2010","Nevada","B24020_171","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",2857
"2010","Nevada","B24020_172","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",2555
"2010","Nevada","B24020_173","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",604
"2010","Nevada","B24020_174","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",972
"2010","Nevada","B24020_175","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",291
"2010","Nevada","B24020_176","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",688
"2010","Nevada","B24020_177","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",302
"2010","Nevada","B24020_178","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",1901
"2010","Nevada","B24020_179","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",163
"2010","Nevada","B24020_180","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",780
"2010","Nevada","B24020_181","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",958
